ColorMark;IndID;Escaped;OriginSite;CagingSite;OriginContam;SitesPair;CageID;CageSiteID;TransplantContam;Transplant;Injection;Treatment;WeightStart;SizeStart;Weight7D;Size7D;Weight9D;Size9D;WeightEnd;SizeEnd;DailyMassChange;Death;DeathDate;MarkDate;InjectionDate;EuthanasiaDate;DaysAlive;InjectionTime;Pcaud1D7;Pcaud2D7;Pcaud3D7;MeanPcaudD7;PcaudDate;PcaudTime;Pcaud1D9;Pcaud2D9;Pcaud3D9;MeanPcaudD9;IR;IRTime;GonadsWeight;Sex;LiverWeight;GSI;HSI;Lymphocytes;Monocytes;Neutrophils;mMH2O2;mMHCLO;MuscleCarbohydrate;MuscleProtein;MuscleLipid;AvailableEnerJ;CqActb;DeltaCtCat;DeltaCtCasp3;DeltaCtGpx;DeltaCtMtl;DeltaCtPcx;DeltaCtPygl;MuscleAl;MuscleCr;MuscleCo;MuscleNi;MuscleCu;MuscleZn;MuscleAs;MuscleCd
PURPLE_GREEN;200;No;RIOU;CELFIG;HC;RIOU_CELFIG;23;5;LC;HC_LC;PBS;HC_LC_PBS;16.5;10.4;14.3;10.5;14.1;10.4;14;10.5;-1.082251082;0;NA;14/09/2018;21/09/2018;28/09/2018;14;11:45:00;2.45;2.446;2.462;2.452666667;23/09/2018;10:45:00;2.63;2.612;2.606;2.616;6.65941832;48.04166667;0.265;F;0.144;1.892857143;1.028571429;83;12;5;2.733929916;201.9441069;18.5522868;2288.501528;5064.972012;7372.025827;26.36097983;0.033760961;0.016742111;0.117614848;0.667102258;0.026331194;0.098985271;4.767835427;0.02731394;0.014441385;0.000130187;3.37440792;106.3174266;0.539485764;0.151290995
PURPLE_WHITE;201;No;RIOU;CELFIG;HC;RIOU_CELFIG;23;5;LC;HC_LC;PBS;HC_LC_PBS;14.6;10.6;13.6;10.5;13.5;10.5;13.3;10.5;-0.636007828;0;NA;14/09/2018;21/09/2018;28/09/2018;14;11:45:00;2.64;2.628;2.624;2.630666667;23/09/2018;10:43:00;2.642;2.608;2.612;2.620666667;-0.380131779;48.04305556;0.083;M;0.097;0.62406015;0.729323308;95;2;3;3.024824051;258.456486;15.42945948;1644.86526;2637.309176;4297.603896;25.93288483;0.028272515;0.012198393;0.204158431;1.827957666;0.043319982;0.12260541;1.028634166;0.011023134;0.009278922;0.17625168;2.419755879;61.18759067;0.257963726;0.154688656
PURPLE_RED;202;No;RIOU;CELFIG;HC;RIOU_CELFIG;23;5;LC;HC_LC;AMIX;HC_LC_AMIX;17.9;11.1;16.7;11;16.1;11;15.8;11;-0.837988827;0;NA;14/09/2018;21/09/2018;28/09/2018;14;11:45:00;2.48;2.448;2.468;2.465333333;23/09/2018;10:44:00;3.28;3.272;3.232;3.261333333;32.28772309;48.04236111;0.129;M;0.146;0.816455696;0.924050633;92;5;3;2.396032742;252.6315789;20.00090401;1771.933616;5432.616696;7224.551216;28.06936584;0.090779765;0.060439951;0.527993607;5.203079814;0.049010742;0.133753501;11.07720897;0.141364287;0.071702735;0.041132381;8.011147782;175.9151557;0.217088948;0.567393727
RED_BLUE;203;No;RIOU;CELFIG;HC;RIOU_CELFIG;23;5;LC;HC_LC;AMIX;HC_LC_AMIX;15.9;10.5;14.8;10.1;14.1;10.4;14;10.3;-0.853548967;0;NA;14/09/2018;21/09/2018;28/09/2018;14;11:45:00;2.27;2.256;2.24;2.255333333;23/09/2018;10:48:00;3;3.012;2.994;3.002;33.10671002;48.03958333;0.105;M;0.1;0.75;0.714285714;100;0;0;4.670167813;219.7044335;30.01792013;1589.216148;4604.584852;6223.818921;24.77219983;0.069415718;0.011874921;0.221568136;2.436922419;0.053039715;0.209176822;2.243658004;0.015495256;0.00568655;0.020183704;1.215316843;58.07770863;0.244048625;0.152337786
PURPLE_BLUE;204;No;RIOU;CELFIG;HC;RIOU_CELFIG;23;5;LC;HC_LC;PBS;HC_LC_PBS;34.2;14.1;31.3;13.5;31.1;13.6;30.1;13.6;-0.856307435;0;NA;14/09/2018;21/09/2018;28/09/2018;14;11:45:00;3.21;3.22;3.204;3.211333333;23/09/2018;10:39:00;3.622;3.62;3.644;3.628666667;12.99564044;48.04583333;0.539;F;0.242;1.790697674;0.803986711;87;7;6;2.736798514;260.898138;32.48201142;1440.292477;3531.933011;5004.707499;29.65454357;0.134038617;0.363831048;0.24421804;0.362120955;0.009231894;NA;0.281173131;0.03329798;0.023059463;0.015123314;2.913459835;223.1039457;0.471904909;0.311398864
PURPLE_ORANGE;205;No;RIOU;CELFIG;HC;RIOU_CELFIG;23;5;LC;HC_LC;PBS;HC_LC_PBS;13.6;10;12.2;10;12.2;10;11.8;10;-0.945378151;0;NA;14/09/2018;21/09/2018;28/09/2018;14;11:45:00;2.452;2.438;2.426;2.438666667;23/09/2018;10:42:00;3.022;3.03;3.038;3.03;24.24822307;48.04375;0.268;F;0.111;2.271186441;0.940677966;96;2;2;3.216602372;240.8209806;41.54848423;1678.118067;4681.292882;6400.959434;27.51862722;0.056262128;0.001815794;0.449939121;2.777192567;0.038992952;0.104045893;1.148128531;0.182227614;0.006342489;0.106261675;1.065092431;36.81549722;0.208522436;0.219103237
UNMARKED;206;No;RIOU;CELFIG;HC;RIOU_CELFIG;23;5;LC;HC_LC;PBS;HC_LC_PBS;8.4;8.8;7.8;8.9;7.7;9;7.6;9;-0.680272109;0;NA;14/09/2018;21/09/2018;28/09/2018;14;11:45:00;2.23;2.232;2.244;2.235333333;23/09/2018;10:47:00;2.44;2.452;2.434;2.442;9.245451834;48.04027778;0.15;F;0.065;1.973684211;0.855263158;93;4;3;2.096611727;239.211391;49.78391067;1197.676944;4915.263782;6162.724636;27.32862827;0.036490413;0.014441135;0.349356486;5.389506258;0.020042957;0.078057884;6.258820573;0.106087524;0.017399234;1.073527753;5.078121051;102.8613408;0.580959714;0.155166475
ORANGE_ORANGE;207;No;RIOU;CELFIG;HC;RIOU_CELFIG;22;4;LC;HC_LC;PBS;HC_LC_PBS;14.2;10.5;13.1;10.5;13;10.6;12.7;10.5;-0.754527163;0;NA;14/09/2018;21/09/2018;28/09/2018;14;11:30:00;3.062;3.044;3.052;3.052666667;23/09/2018;11:06:00;2.694;2.662;2.654;2.67;-12.5354881;48.01666667;0.051;F;0.074;0.401574803;0.582677165;92;3;5;5.83534163;280.5017104;37.58573258;1446.948426;3253.896508;4738.430667;28.95111408;0.08555164;0.007093391;1.375768184;31.47455515;0.061399464;0.206416283;5.615396152;0.056871654;0.011926591;0.080877418;1.652631923;78.1984189;0.314899592;0.212396394
ORANGE_GREEN;208;No;RIOU;CELFIG;HC;RIOU_CELFIG;22;4;LC;HC_LC;PBS;HC_LC_PBS;20.2;11.8;19.4;11.6;19.1;11.8;18.8;11.6;-0.495049505;0;NA;14/09/2018;21/09/2018;28/09/2018;14;11:30:00;2.632;2.62;2.618;2.623333333;23/09/2018;11:03:00;3.04;3.008;3.024;3.024;15.27318933;48.01875;0.457;F;0.139;2.430851064;0.739361702;93;3;4;3.579767156;241.7910448;44.97363626;1374.250314;9872.450189;11291.67414;26.05923175;0.109437315;0.011468604;0.348213041;2.711764236;0.034822816;0.135444194;0.243664905;0.020490381;0.013975091;0.093693808;2.066596667;94.07912996;0.267591005;0.140307366
GREEN_GREEN;209;No;RIOU;CELFIG;HC;RIOU_CELFIG;22;4;LC;HC_LC;AMIX;HC_LC_AMIX;18.2;11.1;17;11.3;16.8;11.2;16.3;11.3;-0.745682889;0;NA;14/09/2018;21/09/2018;28/09/2018;14;11:30:00;2.44;2.428;2.412;2.426666667;23/09/2018;11:06:00;3.072;3.038;3.062;3.057333333;25.98901099;48.01666667;0.32;F;0.119;1.963190184;0.73006135;80;4;16;4.015733298;257.0462232;31.39536458;1937.247057;4482.056244;6450.698666;27.52917512;0.036575514;0.031397246;0.240300867;3.942675885;0.011177226;0.044789071;0.731408863;0.028326504;0.009825118;0.000130187;2.203503661;93.42745287;0.588328879;0.151304866
GREEN_RED;210;No;RIOU;CELFIG;HC;RIOU_CELFIG;22;4;LC;HC_LC;AMIX;HC_LC_AMIX;12.2;10;11.8;10;11.5;10;11.2;10.1;-0.585480094;0;NA;14/09/2018;21/09/2018;28/09/2018;14;11:30:00;2.412;2.43;2.422;2.421333333;23/09/2018;11:08:00;3.402;3.394;3.408;3.401333333;40.47356828;48.01527778;0.062;M;0.094;0.553571429;0.839285714;83;10;7;3.082528696;234.0473506;37.97186739;1499.76491;4467.891543;6005.628321;28.54367307;0.058466698;0.011985086;0.656034028;19.27518862;0.028695804;0.086967757;1.251357267;0.046610264;0.013434298;0.000130187;1.824416631;98.33705721;0.264398992;0.203214199
ORANGE_RED;211;No;RIOU;CELFIG;HC;RIOU_CELFIG;22;4;LC;HC_LC;AMIX;HC_LC_AMIX;37.1;14.1;35.1;13.9;34.2;14;33.8;14;-0.635348479;0;NA;14/09/2018;21/09/2018;28/09/2018;14;11:30:00;3.292;3.28;3.26;3.277333333;23/09/2018;11:00:00;4.202;4.244;4.224;4.223333333;28.86493084;48.02083333;0.44;F;0.34;1.301775148;1.00591716;65;18;17;2.18075402;230.0109529;16.27303468;1661.138075;2621.435826;4298.846935;27.95264033;0.053715702;0.353828897;0.200057727;0.348116072;NA;NA;1.751047518;0.008322352;0.011330856;0.076214175;1.31038231;91.64155715;0.77626029;0.243152069
GREEN_WHITE;212;No;RIOU;CELFIG;HC;RIOU_CELFIG;22;4;LC;HC_LC;AMIX;HC_LC_AMIX;9.4;9;8.7;9;8.7;9;8.4;9.1;-0.759878419;0;NA;14/09/2018;21/09/2018;28/09/2018;14;11:30:00;2;2.022;2.012;2.011333333;23/09/2018;11:07:00;2.678;2.682;2.648;2.669333333;32.71461717;48.01597222;0.139;F;0.086;1.654761905;1.023809524;86;4;10;5.239949025;188.0597015;34.85067468;2139.306621;4313.718635;6487.875931;25.9679012;0.023674659;0.03831041;0.140909652;5.745884316;0.007022554;0.013381989;2.035335509;0.03946803;0.02025858;0.276685682;3.619154711;209.1785501;0.222410159;0.224878621
ORANGE_WHITE;213;No;RIOU;CELFIG;HC;RIOU_CELFIG;22;4;LC;HC_LC;PBS;HC_LC_PBS;16.7;10.6;15.2;10.4;15;10.2;14.8;10.2;-0.812660393;0;NA;14/09/2018;21/09/2018;28/09/2018;14;11:30:00;2.654;2.632;2.642;2.642666667;23/09/2018;11:05:00;2.394;2.384;2.376;2.384666667;-9.762865792;48.01736111;0.255;F;0.11;1.722972973;0.743243243;91;4;5;6.488664604;257.3348264;35.02873486;1773.648799;12605.90715;14414.58468;26.50311307;0.073154412;0.001057699;0.557107604;5.03891482;0.017422881;0.089590423;3.828351123;0.03200948;0.011339619;0.062550112;1.523158709;94.77550525;0.270223532;0.260252734
ORANGE_BLUE;214;No;RIOU;CELFIG;HC;RIOU_CELFIG;22;4;LC;HC_LC;PBS;HC_LC_PBS;17.2;11;15.9;10.9;15.4;11;15.1;10.9;-0.872093023;0;NA;14/09/2018;21/09/2018;28/09/2018;14;11:30:00;2.642;2.634;2.622;2.632666667;23/09/2018;11:04:00;2.64;2.66;2.638;2.646;0.506457331;48.01805556;0.093;M;0.108;0.61589404;0.715231788;66;24;10;3.093274168;131.9562576;23.7753325;1771.434844;2270.880642;4066.090819;28.4458887;0.041214019;0.011694462;0.498087402;7.360077194;0.034643398;0.111248698;2.985652406;0.013996754;0.015938795;0.113434796;2.464145744;130.8862086;0.283307691;0.191622514
UNMARKED;215;No;RIOU;CELFIG;HC;RIOU_CELFIG;22;4;LC;HC_LC;AMIX;HC_LC_AMIX;36.4;14;33.6;13.7;33.1;13.9;32.7;13.5;-0.726059655;0;NA;14/09/2018;21/09/2018;28/09/2018;14;11:30:00;3.458;3.45;3.47;3.459333333;23/09/2018;11:02:00;3.46;3.48;3.346;3.428666667;-0.886490653;48.01944444;0.152;M;0.167;0.464831804;0.510703364;87;2;11;4.319027376;237.4384236;23.66047582;1604.226471;919.6672504;2547.554198;28.61754724;0.070367955;0.496956804;0.444803416;3.428428034;0.007490541;NA;1.265197776;0.012133704;0.011684453;0.041840082;1.696060069;117.6776305;0.276914841;0.443673094
GREEN_BLUE;216;No;RIOU;CELFIG;HC;RIOU_CELFIG;22;4;LC;HC_LC;AMIX;HC_LC_AMIX;16;10.8;14.9;10.8;14.6;10.6;14.5;10.7;-0.669642857;0;NA;14/09/2018;21/09/2018;28/09/2018;14;11:30:00;2.46;2.468;2.464;2.464;23/09/2018;11:01:00;3.458;3.468;3.47;3.465333333;40.63852814;48.02013889;0.091;F;0.115;0.627586207;0.793103448;83;13;4;4.018049858;247.9474548;28.61790885;1732.480065;1988.631462;3749.729436;28.74756078;0.046292588;0.052070223;0.328186635;10.25006232;0.094954254;NA;0.417745163;0.02357311;0.013838814;0.199815781;2.60032408;93.91456954;0.208304658;0.152529576
WHITE_WHITE;217;No;CELFIG;CELFIG;LC;RIOU_CELFIG;21;3;LC;LC_LC;PBS;LC_LC_PBS;9.9;9.9;8.7;9.2;8.9;9.4;8.2;9.1;-1.226551227;0;NA;14/09/2018;21/09/2018;28/09/2018;14;13:00:00;2.068;2.082;2.036;2.062;23/09/2018;11:25:00;2.83;2.822;2.812;2.821333333;36.82508891;48.06597222;0.117;F;0.033;1.426829268;0.402439024;79;12;9;1.081752962;152.8230866;22.78877408;1436.134791;2345.878142;3804.801707;25.54118291;0.006381217;0.073827372;0.385357047;2.708015775;0.004963146;0.068321431;0.39156115;0.018259682;0.014010258;0.035770207;1.060738614;67.05050842;0.614247647;0.007882407
RED_GREEN;218;No;CELFIG;CELFIG;LC;RIOU_CELFIG;21;3;LC;LC_LC;AMIX;LC_LC_AMIX;5.8;8;5.2;7.4;5.4;7.5;5.2;7.5;-0.738916256;0;NA;14/09/2018;21/09/2018;28/09/2018;14;13:00:00;1.81;1.8;1.794;1.801333333;23/09/2018;11:24:00;2.032;2.044;2.014;2.03;12.69430052;48.06666667;0.044;F;0.018;0.846153846;0.346153846;80;15;5;NA;NA;22.05248232;1303.963524;2027.245665;3353.261671;24.95249517;0.005064122;0.008074181;0.131725871;0.986234668;0.006060073;0.048261145;9.508028998;0.086376892;0.01694446;0.52284071;2.748632184;45.13132148;0.529613214;0.01774844
WHITE_GREEN;219;No;CELFIG;CELFIG;LC;RIOU_CELFIG;21;3;LC;LC_LC;AMIX;LC_LC_AMIX;13.2;10.9;12.1;10.5;12.3;10.6;13.1;10.6;-0.054112554;0;NA;14/09/2018;21/09/2018;28/09/2018;14;13:00:00;2.27;2.292;2.262;2.274666667;23/09/2018;11:18:00;3.028;3.012;3.008;3.016;32.5908558;48.07083333;0.25;F;0.075;1.908396947;0.572519084;83;10;7;0.455493119;128.3110571;17.0991674;911.7633681;2125.843984;3054.706519;24.57138691;0.002648441;0.000685084;0.086222475;0.465952708;0.001250307;0.010082152;12.72305662;0.197610683;0.023648001;0.323014029;8.243929939;215.46826;0.641276641;0.016211475
GREEN_GREEN;220;No;CELFIG;CELFIG;LC;RIOU_CELFIG;21;3;LC;LC_LC;PBS;LC_LC_PBS;5.1;8;4.5;7.5;4.5;7.4;4.3;7.1;-1.120448179;0;NA;14/09/2018;21/09/2018;28/09/2018;14;13:00:00;1.612;1.622;1.61;1.614666667;23/09/2018;11:25:00;1.862;1.85;1.846;1.852666667;14.73988439;48.06597222;0.068;F;0.033;1.581395349;0.76744186;78;18;4;NA;NA;15.91162513;2219.164169;1956.045857;4191.121651;24.65991759;0.011428718;0.00310204;0.140478004;1.125505539;0.017704022;0.073259738;6.8065814;0.232149747;0.01068863;0.127702568;1.073379482;43.78711239;0.152774618;0.01361383
UNMARKED;221;No;CELFIG;CELFIG;LC;RIOU_CELFIG;21;3;LC;LC_LC;PBS;LC_LC_PBS;5.8;7.8;5.4;7.6;5.4;7.8;5.1;7.7;-0.862068966;0;NA;14/09/2018;21/09/2018;28/09/2018;14;13:00:00;2.22;2.23;2.208;2.219333333;23/09/2018;11:22:00;1.842;1.832;1.854;1.842666667;-16.97206368;48.06805556;0.01;M;0.028;0.196078431;0.549019608;80;15;5;2.634508463;NA;23.79724158;1577.257863;916.8641509;2517.919255;24.12970917;0.00887757;0.003049791;0.121420128;1.910474649;0.003700677;0.043328651;7.640373446;0.086802147;0.020887945;0.417146658;2.305130491;121.5302729;0.481330747;0.036869642
ORANGE_BLUE;222;No;CELFIG;CELFIG;LC;RIOU_CELFIG;21;3;LC;LC_LC;AMIX;LC_LC_AMIX;6.6;9;6.1;8.3;6;8.3;5.7;8.4;-0.974025974;0;NA;14/09/2018;21/09/2018;28/09/2018;14;13:00:00;1.83;1.804;1.812;1.815333333;23/09/2018;11:19:00;2.212;2.224;2.2;2.212;21.85089974;48.07013889;0.082;F;0.036;1.438596491;0.631578947;95;3;2;NA;NA;25.01250301;1677.859108;1708.192537;3411.064149;25.62861824;0.021067191;0.039853475;0.452178243;6.14118469;0.009469198;0.16407359;9.125393424;0.238329147;0.018728415;0.304540263;10.52145157;98.50756017;0.70213281;0.028097306
GREEN_RED;223;No;CELFIG;CELFIG;LC;RIOU_CELFIG;21;3;LC;LC_LC;AMIX;LC_LC_AMIX;7;8.6;6.8;8;6.2;8;5.9;8;-1.12244898;0;NA;14/09/2018;21/09/2018;28/09/2018;14;13:00:00;2.022;2.012;2.002;2.012;23/09/2018;11:26:00;2.606;2.598;2.6;2.601333333;29.29092114;48.06527778;0.017;M;0.021;0.288135593;0.355932203;54;24;22;NA;NA;19.23239795;1370.595799;1749.773493;3139.60169;23.36975355;0.016251657;0.003852926;0.255558676;2.335060618;0.017653739;0.047723812;0.690194285;0.07285518;0.017144521;0.071769469;1.776806704;129.5308597;0.405804685;0.006766278
BLUE_BLUE;224;No;CELFIG;CELFIG;LC;RIOU_CELFIG;21;3;LC;LC_LC;PBS;LC_LC_PBS;11.9;10;11.4;10;11.4;9.9;11;9.9;-0.540216086;0;NA;14/09/2018;21/09/2018;28/09/2018;14;13:00:00;2.408;2.44;2.426;2.424666667;23/09/2018;11:20:00;3.21;3.23;3.2088;3.216266667;32.64778664;48.06944444;0.19;F;0.089;1.727272727;0.809090909;87;3;10;2.337101263;224.4013683;20.05996863;1675.602398;3006.731253;4702.39362;25.99248666;0.038327637;0.047888486;0.076258323;1.18665053;0.010029078;0.018386556;1.623083319;0.097328853;0.018226266;0.337492207;7.731793223;128.6527848;0.446958908;0.009483469
ORANGE_ORANGE;225;No;CELFIG;CELFIG;LC;RIOU_CELFIG;21;3;LC;LC_LC;PBS;LC_LC_PBS;9;9.5;8.2;9.2;8.3;9.2;8;9.3;-0.793650794;0;NA;14/09/2018;21/09/2018;28/09/2018;14;13:00:00;2.246;2.232;2.218;2.232;23/09/2018;11:21:00;2.632;2.652;2.658;2.647333333;18.60812425;48.06875;0.135;F;0.056;1.6875;0.7;73;24;3;NA;NA;20.35496817;1582.165953;3483.978581;5086.499502;25.34545325;0.032128843;0.004349977;0.558345938;1.950180827;0.09524174;0.073480235;0.39188091;0.019012598;0.012674959;0.078890826;1.774039462;74.22936015;0.347253686;0.006170381
PURPLE_PURPLE;226;No;CELFIG;CELFIG;LC;RIOU_CELFIG;21;3;LC;LC_LC;AMIX;LC_LC_AMIX;7;8.5;6.4;8.5;6.4;8.2;5.9;8.2;-1.12244898;0;NA;14/09/2018;21/09/2018;28/09/2018;14;13:00:00;1.632;1.644;1.624;1.633333333;23/09/2018;11:23:00;2.232;2.214;2.194;2.213333333;35.51020408;48.06736111;0.077;F;0.014;1.305084746;0.237288136;NA;NA;NA;NA;NA;26.39053073;1262.548349;1379.693972;2668.632852;23.8163893;0.030974177;0.012223571;0.406826296;2.711463175;0.012529673;0.094483;7.028298384;0.035750736;0.012321541;0.041815808;2.098721084;42.51338579;0.508768777;0.009944418
PINK_GREEN;227;No;CELFIG;CELFIG;LC;RIOU_CELFIG;19;1;LC;LC_LC;PBS;LC_LC_PBS;7.5;9;6.9;8.9;6.8;8.9;6.4;8.8;-1.047619048;0;NA;14/09/2018;21/09/2018;28/09/2018;14;13:20:00;2;2.01;2.012;2.007333333;23/09/2018;11:47:00;1.63;1.6;1.612;1.614;-19.594819;48.06458333;0.108;F;0.013;1.6875;0.203125;NA;NA;NA;NA;NA;21.80143844;1270.684047;1596.638193;2889.123678;25.14857776;0.009162174;0.026813485;0.022444249;0.307519058;0.003680943;0.026229017;24.23158928;0.016937046;0.015850686;0.125015992;1.779838561;88.97271393;0.805126248;0.007648084
WHITE_GREEN;228;No;CELFIG;CELFIG;LC;RIOU_CELFIG;19;1;LC;LC_LC;AMIX;LC_LC_AMIX;8.5;9;7.8;9;7.8;9;7.3;9;-1.008403361;0;NA;14/09/2018;21/09/2018;28/09/2018;14;13:20:00;1.88;1.868;1.86;1.869333333;23/09/2018;11:40:00;2.462;2.428;2.4;2.43;29.99286733;48.06944444;0.091;F;0.043;1.246575342;0.589041096;53;33;14;1.593884437;85.43263965;20.36046209;1350.106784;2345.878142;3716.345388;23.82203474;0.009839955;0.002794266;0.226492384;2.128636736;0.011493796;0.040211964;1.946914894;0.005768088;0.014356333;0.135849799;2.599073158;76.88982385;0.674645393;0.053548471
WHITE_RED;229;No;CELFIG;CELFIG;LC;RIOU_CELFIG;19;1;LC;LC_LC;AMIX;LC_LC_AMIX;9.2;9.5;8.5;9.7;8.8;9.7;8.1;9.3;-0.854037267;0;NA;14/09/2018;21/09/2018;28/09/2018;14;13:20:00;2.052;2.018;2.032;2.034;23/09/2018;11:44:00;2.474;2.488;2.462;2.474666667;21.66502786;48.06666667;0.012;M;0.046;0.148148148;0.567901235;94;3;3;NA;NA;21.5406066;1254.031247;1172.177045;2447.748898;23.32864746;0.021469342;0.003358417;0.249719409;1.844015401;0.02635267;0.044105728;1.620677059;0.010222993;0.021460275;0.389639974;2.876223482;140.5953779;0.469918805;0.01265718
WHITE_WHITE;230;No;CELFIG;CELFIG;LC;RIOU_CELFIG;19;1;LC;LC_LC;AMIX;LC_LC_AMIX;8.3;9.5;7.9;9.4;7.9;9.6;7.3;9.4;-0.860585198;0;NA;14/09/2018;21/09/2018;28/09/2018;14;13:20:00;1.888;1.892;1.9;1.893333333;23/09/2018;11:42:00;2.092;2.082;2.068;2.080666667;9.894366197;48.06805556;0.03;M;0.026;0.410958904;0.356164384;NA;NA;NA;1.439675792;191.4614122;25.00084761;1301.787239;1869.276606;3196.064693;23.77496673;0.005647799;0.002512259;0.153432366;1.690242415;0.001681095;0.029200822;0.0003389;0.028795238;0.01293069;0.018656653;1.426867383;102.0425881;0.338723669;0.013980819
UNMARKED;231;No;CELFIG;CELFIG;LC;RIOU_CELFIG;19;1;LC;LC_LC;AMIX;LC_LC_AMIX;7.5;8.8;7.2;8.6;7.1;8.6;6.6;8.6;-0.857142857;0;NA;14/09/2018;21/09/2018;28/09/2018;14;13:20:00;1.826;1.812;1.806;1.814666667;23/09/2018;11:43:00;2.022;2.014;2.01;2.015333333;11.05804555;48.06736111;0.017;M;0.034;0.257575758;0.515151515;99;0;1;NA;NA;22.21856317;1287.714388;1490.528114;2800.461065;23.88186723;0.009496353;0.009041303;0.273742952;2.01954382;0.004672435;0.031123797;8.893471508;0.026055044;0.022868762;0.760537518;5.194002809;155.8839996;0.469683128;0.014766027
PINK_BLUE;232;No;CELFIG;CELFIG;LC;RIOU_CELFIG;19;1;LC;LC_LC;PBS;LC_LC_PBS;7;8.5;6.1;8.2;6.2;8.3;5.9;8;-1.12244898;0;NA;14/09/2018;21/09/2018;28/09/2018;14;13:20:00;2.02;2.012;2.004;2.012;23/09/2018;11:48:00;2.24;2.214;2.228;2.227333333;10.70245195;48.06388889;0.115;F;0.027;1.949152542;0.457627119;94;4;2;NA;NA;22.10896921;1185.504949;987.4429695;2195.056888;23.30730281;0.024560828;0.000214946;0.111328099;1.207843779;0.011097282;0.036030036;0.0003389;0.01161676;0.008422518;0.250468318;4.152493402;55.66377167;0.227639783;0.014861375
WHITE_BLUE;233;No;CELFIG;CELFIG;LC;RIOU_CELFIG;19;1;LC;LC_LC;AMIX;LC_LC_AMIX;8.2;8.9;7.7;8.9;7.9;8.9;7.3;8.8;-0.783972125;0;NA;14/09/2018;21/09/2018;28/09/2018;14;13:20:00;1.822;1.812;1.828;1.820666667;23/09/2018;11:46:00;2.062;2.022;2.024;2.036;11.82716953;48.06527778;0.102;F;0.032;1.397260274;0.438356164;81;9;10;3.362334629;156.2570462;22.40416737;1508.318636;1066.08887;2596.811673;24.12047347;0.009890381;0.057555589;0.168222752;1.199010973;0.005827603;0.064804093;1.183149646;0.041595514;0.019685111;0.000130187;1.65202917;99.75733079;0.677921183;0.015032784
PINK_WHITE;234;No;CELFIG;CELFIG;LC;RIOU_CELFIG;19;1;LC;LC_LC;PBS;LC_LC_PBS;7.4;9;6.9;8.8;7;9;6.6;8.9;-0.772200772;0;NA;14/09/2018;21/09/2018;28/09/2018;14;13:20:00;2.262;2.252;2.244;2.252666667;23/09/2018;11:41:00;2.192;2.18;2.202;2.191333333;-2.722699023;48.06875;0.018;M;0.031;0.272727273;0.46969697;91;7;2;1.344933852;54.11499436;22.35326722;1797.473451;754.3255957;2574.152314;24.9298067;0.008423583;0.000767849;0.185865359;3.302935828;0.003996731;0.034345274;10.959828;0.106257081;0.0144028;1.049323752;4.5380465;129.8040147;0.316723522;0.007715248
PINK_RED;235;No;CELFIG;CELFIG;LC;RIOU_CELFIG;19;1;LC;LC_LC;AMIX;LC_LC_AMIX;7.6;9.2;7.1;9;7.2;9;6.7;8.8;-0.845864662;0;NA;14/09/2018;21/09/2018;28/09/2018;14;13:20:00;1.622;1.628;1.642;1.630666667;23/09/2018;11:46:00;2.08;2.06;2.032;2.057333333;26.16516762;48.06527778;0.111;F;0.035;1.656716418;0.52238806;92;7;1;4.202335357;240.2985075;18.06799972;1377.262803;1627.062105;3022.392908;24.23363383;0.004144015;0.004058451;0.139220394;0.983980659;0.003949128;0.023947907;13.9950711;0.073742321;0.020188884;0.168499614;2.095022115;228.9620172;0.516731905;0.026097846
PINK_PURPLE;236;No;CELFIG;CELFIG;LC;RIOU_CELFIG;19;1;LC;LC_LC;PBS;LC_LC_PBS;5.6;8.1;5.4;8.1;5.5;8.1;5.2;8.1;-0.510204082;0;NA;14/09/2018;21/09/2018;28/09/2018;14;13:20:00;1.622;1.64;1.62;1.627333333;23/09/2018;11:45:00;2.074;2.042;2.072;2.062666667;26.75133142;48.06597222;0.098;F;0.04;1.884615385;0.769230769;97;1;2;NA;NA;23.72529905;1523.437209;2563.29541;4110.457918;22.89441425;0.017074538;0.000714968;0.221058462;1.163980109;0.008704524;0.029104481;3.345163654;0.085585823;0.013988563;0.190588847;1.327367615;48.53697409;0.480660809;0.014760228
PINK_ORANGE;237;No;CELFIG;CELFIG;LC;RIOU_CELFIG;19;1;LC;LC_LC;PBS;LC_LC_PBS;5.6;7.9;5.1;7.9;5.4;7.7;4.9;7.7;-0.892857143;0;NA;14/09/2018;21/09/2018;28/09/2018;14;13:20:00;1.81;1.822;1.834;1.822;23/09/2018;11:48:00;1.412;1.4;1.418;1.41;-22.61251372;48.06388889;0.082;F;0.019;1.673469388;0.387755102;100;0;0;NA;NA;19.9850621;1512.515599;1627.640876;3160.141538;23.00947866;0.013481138;0.002834205;0.332298314;1.725328479;0.006110447;0.035628885;1.195954183;0.323526721;0.016133986;0.041305925;1.611885087;91.03383507;0.492142378;0.00658079
